product_type,premium_mode,payment_method,agent_channel,underwriting_class,e_bill_enrolled,portal_account_created,customer_service_contacts_30d,email_open_rate_30d,age_at_issue,credit_proxy_score,has_prior_aaa_membership,tenure_aaa_membership_months,uw_decision_days,first_premium_paid_days,face_amount,lapse_12m
ul,monthly,ach,captive,substandard,1,1,0,0.30081470567716173,27,0.2965888183285803,1,19,13,0,27054,1
iul,monthly,ach,captive,pref_plus,1,1,2,0.4258553421507314,49,0.45967451149974536,1,47,10,0,173441,1
whole_life,monthly,ach,independent,standard,1,1,1,0.5436925606094276,59,0.7896532418290065,0,0,7,4,54859,1
term_10,quarterly,credit_card,captive,preferred,0,1,1,0.40872220465347253,36,0.6402206690035854,0,0,8,6,171473,1
term_20,monthly,ach,online,preferred,0,1,0,0.5403667126436733,21,0.7382399106583326,1,93,16,6,269319,1
term_10,semiannual,ach,captive,standard,0,0,0,0.6349412174188734,66,0.3671608699620438,0,0,9,0,365688,1
ul,monthly,credit_card,independent,standard,1,1,0,0.6741124894749417,62,0.6121899521117301,0,0,12,8,54190,0
term_20,quarterly,check,captive,standard,1,1,0,0.4844618789726356,55,0.9396097017451518,0,0,9,5,167978,0
whole_life,monthly,credit_card,independent,preferred,1,1,2,0.22256799331378635,57,0.4808583247211418,0,0,17,7,281625,1
iul,monthly,credit_card,independent,pref_plus,0,1,1,0.20099698264202295,35,0.5121566705440355,1,64,8,0,213955,0
term_10,quarterly,credit_card,captive,standard,0,0,0,0.21962636157535362,59,0.7047059173551535,0,0,21,6,263010,1
term_20,semiannual,credit_card,captive,standard,1,1,0,0.2350227173859744,69,0.43803031172626383,0,0,8,5,280177,1
whole_life,quarterly,credit_card,online,preferred,0,1,1,0.4698811630859444,34,0.7291061299300172,1,7,8,0,217054,1
term_20,monthly,ach,online,preferred,0,0,0,0.8274885205306084,43,0.2766029915264737,0,0,24,5,346375,1
term_10,monthly,credit_card,online,standard,1,1,0,0.49238105917784913,62,0.1633837483843093,0,0,5,0,444318,0
term_10,monthly,ach,captive,pref_plus,0,1,0,0.4332010405479515,31,0.6565987415512495,0,0,11,3,164624,0
term_20,semiannual,ach,captive,standard,0,0,0,0.6423781256576213,54,0.42363149520492227,1,12,18,12,324154,1
whole_life,monthly,ach,captive,standard,1,1,0,0.28428725504307917,21,0.4981652809357482,1,27,2,4,418626,0
term_20,monthly,ach,independent,preferred,0,1,1,0.6584069967683259,68,0.7577931571082646,0,0,13,2,365772,1
term_10,annual,ach,captive,preferred,1,1,0,0.643582911892872,23,0.7123600101195414,1,102,2,0,194875,1
term_20,quarterly,credit_card,captive,preferred,1,1,1,0.4617994158392983,21,0.3790840302683176,0,0,12,4,223746,1
term_20,quarterly,ach,independent,standard,0,1,0,0.8687491768497815,40,0.6935509164416886,0,0,24,2,111394,0
term_20,quarterly,ach,captive,substandard,1,1,1,0.6730462361546965,59,0.5459616653188464,0,0,0,0,204403,1
whole_life,semiannual,ach,independent,preferred,1,1,0,0.4590779689949374,30,0.6750764546745577,0,0,11,0,206826,0
term_20,semiannual,ach,captive,pref_plus,0,1,0,0.421269410790181,51,0.5963709719873559,1,57,9,6,286601,1
term_20,annual,credit_card,independent,preferred,0,1,1,0.36361776723006567,36,0.32937657390324193,0,0,5,8,159101,0
iul,annual,ach,captive,standard,0,1,0,0.42385204037601026,69,0.47163679232344513,0,0,2,3,255775,1
term_20,quarterly,ach,independent,preferred,1,1,0,0.42964034045517846,43,0.16582069892732493,1,83,18,7,266665,0
whole_life,monthly,ach,captive,standard,0,1,1,0.38610194587105984,42,0.6333312853883103,0,0,13,3,212730,1
term_10,monthly,ach,captive,preferred,0,1,0,0.40720604584816195,20,0.6714416554976641,1,65,0,0,317067,1
term_10,quarterly,ach,captive,pref_plus,1,1,0,0.2115014210546214,33,0.4732035581014651,0,0,6,12,213837,1
term_10,monthly,ach,independent,preferred,1,1,1,0.33637235828895795,20,0.5791723246284586,0,0,8,0,276037,1
ul,monthly,credit_card,captive,standard,0,1,0,0.13054819169745785,63,0.4246681982399173,0,0,2,4,146077,0
ul,semiannual,check,captive,standard,1,1,0,0.5328864976234555,43,0.8261519057335087,0,0,12,0,187721,0
term_10,semiannual,credit_card,independent,preferred,0,0,1,0.4660117535632544,36,0.36852814833081327,0,0,13,2,326824,1
term_10,semiannual,ach,captive,preferred,0,1,0,0.4254827246847974,32,0.5440140638440215,0,0,13,9,116319,1
term_20,monthly,ach,captive,substandard,1,1,0,0.6272467118712114,55,0.3663108584628698,1,111,24,3,310212,1
term_20,quarterly,credit_card,captive,standard,0,1,1,0.2772912806536195,52,0.6422682863358485,1,46,6,1,223803,0
whole_life,quarterly,ach,captive,preferred,1,1,1,0.30783414454654456,36,0.7868761062981205,1,116,9,1,87448,1
whole_life,monthly,check,captive,standard,1,1,0,0.15375749441139963,34,0.22632292447780017,1,46,8,5,214415,1
iul,monthly,ach,captive,substandard,0,0,0,0.6546038229545839,67,0.7177233190078312,1,103,17,0,308735,1
term_20,quarterly,ach,captive,preferred,0,1,0,0.5711065182072986,22,0.8936788890425355,1,65,16,3,434550,1
whole_life,monthly,ach,captive,preferred,1,1,0,0.7159173068435298,46,0.623213600887675,0,0,5,2,399252,1
term_20,quarterly,check,independent,preferred,1,1,0,0.766514092403909,68,0.47854443093494287,0,0,20,0,175560,0
term_20,monthly,check,independent,preferred,1,1,2,0.36512720074752547,35,0.5931463351195325,1,29,6,0,313930,1
iul,monthly,credit_card,captive,standard,0,1,0,0.3077703353302942,22,0.5017887742845397,1,93,17,3,214175,0
term_10,monthly,ach,captive,preferred,0,1,0,0.09090679775726995,61,0.9535738632334665,1,22,16,1,201085,0
whole_life,semiannual,credit_card,independent,preferred,0,1,1,0.23040260085879677,65,0.7502995389707773,0,0,14,4,330477,1
whole_life,quarterly,ach,captive,preferred,1,1,0,0.3850188005806734,23,0.7620829825293116,1,72,10,0,268173,1
iul,monthly,ach,independent,standard,1,1,0,0.037810533018305226,38,0.9879073372406562,0,0,10,1,268476,1
term_20,quarterly,credit_card,captive,pref_plus,0,1,0,0.23453368337359418,24,0.8420178764902917,0,0,14,6,115807,1
term_20,monthly,check,captive,preferred,0,1,0,0.4334330459598444,64,0.5781494750975366,1,26,15,0,172696,0
ul,quarterly,ach,captive,pref_plus,0,0,0,0.6286874810475358,61,0.6045646160670316,0,0,16,10,177948,1
ul,quarterly,ach,independent,standard,1,1,0,0.30658409650500695,60,1.0,1,57,16,4,291014,0
term_20,quarterly,ach,captive,pref_plus,0,1,1,0.4755959510616246,36,0.46692817730587177,0,0,14,2,308550,0
ul,quarterly,ach,captive,pref_plus,1,1,0,0.8227516313990846,55,0.569107509804566,1,119,20,3,388835,0
term_20,monthly,ach,captive,standard,0,1,0,0.08879127671307163,28,0.41767648673706664,0,0,8,0,174713,1
term_20,semiannual,credit_card,independent,pref_plus,0,1,0,0.667174532499252,27,0.27271453628463177,1,66,12,8,390735,1
ul,monthly,ach,captive,standard,1,1,0,0.5261545352953635,49,0.4416438918267832,0,0,8,3,229177,0
term_20,monthly,credit_card,independent,preferred,0,1,1,0.7033062461339006,68,0.4451762374186413,0,0,26,3,256321,1
term_20,monthly,ach,captive,standard,1,1,0,0.6433784783881638,32,0.48748155044651187,0,0,16,7,240648,0
iul,monthly,ach,captive,preferred,0,1,0,0.31735952670273315,43,0.7102079450841254,0,0,18,4,270274,0
ul,monthly,ach,captive,pref_plus,1,1,0,0.4503603280177095,69,0.5978591158961969,0,0,14,0,305778,1
ul,monthly,ach,online,preferred,0,1,0,0.15789130652768613,41,0.7819807457152301,0,0,11,3,333004,1
term_20,quarterly,ach,captive,substandard,1,1,1,0.345412726612356,61,0.6271738285091357,1,18,28,5,230448,1
iul,monthly,credit_card,captive,standard,1,1,0,0.45584960817661757,54,0.6322303483246784,0,0,19,3,257099,1
term_10,monthly,check,independent,preferred,0,0,1,0.5107173969510254,64,0.5475566255776579,1,103,10,0,177112,0
term_20,quarterly,ach,captive,preferred,0,0,0,0.6078871964033424,36,0.9504535326256047,1,28,10,8,304225,0
term_20,monthly,credit_card,captive,preferred,1,1,0,0.7665853848313144,61,0.5237907029667475,1,99,13,3,271283,0
ul,quarterly,check,captive,preferred,1,1,0,0.36289091854535677,61,0.7650032487899132,0,0,8,1,187825,0
iul,monthly,ach,independent,preferred,1,1,0,0.6789536687049559,64,0.38720313944079365,0,0,9,5,150527,0
whole_life,annual,credit_card,captive,standard,0,0,0,0.5034605314389171,65,0.5561774225620337,0,0,2,1,262863,0
whole_life,monthly,check,independent,pref_plus,0,1,0,0.18851656551134988,36,0.9613625620561029,0,0,0,0,354521,0
term_20,quarterly,credit_card,independent,standard,0,1,1,0.4199193127433838,61,0.7233072459022252,0,0,23,3,376892,1
term_20,monthly,credit_card,captive,pref_plus,1,1,0,0.4731760070283464,53,0.3480505102838579,0,0,8,5,146514,1
term_20,annual,credit_card,captive,standard,1,1,0,0.28266053489267723,24,0.4142654395730062,1,113,10,2,324758,1
term_10,monthly,ach,independent,preferred,1,1,1,0.24188684696107066,65,0.8883842881721167,1,54,12,2,313799,0
term_20,quarterly,credit_card,independent,pref_plus,0,1,0,0.23516837431311993,56,0.6159029300469134,1,109,16,2,360788,1
ul,monthly,check,independent,standard,0,0,1,0.3412901925276678,54,0.550456332000735,0,0,16,2,288043,1
whole_life,quarterly,ach,captive,preferred,0,1,0,0.2770740066669345,23,0.45977452265739527,1,35,18,3,223250,1
ul,semiannual,credit_card,independent,standard,0,0,0,0.6960815686191475,69,0.542867317024002,0,0,15,6,312873,1
term_20,quarterly,ach,independent,standard,0,1,1,0.0,68,0.8544998565334214,1,60,10,6,43852,0
term_20,monthly,ach,online,substandard,0,0,0,0.47225428084004045,63,0.4739959124243862,0,0,19,11,170675,0
term_10,semiannual,credit_card,captive,standard,1,1,0,0.5556628794698037,36,0.49163933794396963,1,33,10,10,180438,1
term_20,monthly,credit_card,independent,preferred,1,1,1,0.25743499979774354,23,0.7079160947709268,1,56,18,0,196184,0
term_20,annual,credit_card,independent,preferred,1,1,1,0.40361725021373174,57,0.4128540794824011,0,0,2,2,128393,1
term_20,monthly,credit_card,independent,standard,1,1,1,0.3815795426021586,45,0.4317052401581235,0,0,19,6,204851,1
term_10,semiannual,ach,independent,preferred,1,1,0,0.4345244012395998,32,0.6011328482266273,1,34,6,0,205709,1
whole_life,quarterly,check,independent,preferred,1,1,0,0.582586864829084,33,0.6056456373724844,0,0,3,4,228918,1
term_20,quarterly,credit_card,captive,preferred,1,1,0,0.5646762453038829,53,0.45433890414778366,1,96,4,0,272706,1
term_20,semiannual,credit_card,captive,standard,1,1,2,0.330004448639667,63,0.6851721273217616,0,0,13,3,149900,0
term_10,quarterly,ach,captive,preferred,1,1,1,0.1491095803640317,48,0.6393863437372205,0,0,25,3,213777,1
term_20,quarterly,ach,independent,pref_plus,0,0,0,0.48301371968449425,66,0.24476765017358681,0,0,10,0,242679,0
term_20,monthly,check,captive,substandard,0,0,1,0.3186652828414829,48,0.7404898516796907,0,0,11,12,101686,0
term_20,monthly,ach,independent,standard,1,1,0,0.34444892293625945,48,0.49747677990942507,0,0,16,1,244106,1
term_20,quarterly,ach,online,preferred,0,0,1,0.49468928328100314,38,0.74509057978114,0,0,8,8,269098,0
term_10,monthly,credit_card,independent,pref_plus,1,1,0,0.36298566028198814,22,0.97434424487598,1,82,11,0,310643,1
iul,quarterly,credit_card,independent,standard,0,1,1,0.5113431952380715,32,0.587924524422332,0,0,9,0,144409,0
term_10,semiannual,credit_card,independent,preferred,1,1,0,0.9525712950875083,37,0.48392514084126514,0,0,23,6,237872,0
term_20,semiannual,credit_card,captive,standard,1,1,1,0.5871688453957076,51,0.848182508436478,1,48,12,2,349181,0
term_10,quarterly,check,captive,standard,0,1,0,0.7189795803846681,29,0.44895846362588604,1,52,16,6,111127,0
term_20,quarterly,ach,captive,preferred,0,1,0,0.552178622736183,45,0.9406394407113792,0,0,7,5,249458,0
term_20,monthly,credit_card,independent,preferred,0,0,1,0.4654235510339202,46,0.5165595760574039,0,0,5,0,128198,0
ul,monthly,credit_card,captive,pref_plus,1,1,0,0.5552129168750659,45,0.4871533638646697,1,96,15,8,215637,0
term_20,monthly,credit_card,captive,preferred,0,1,0,0.54546162864574,69,1.0,0,0,13,5,185600,1
whole_life,quarterly,ach,independent,standard,1,1,0,0.6225610924804181,29,0.665343475101879,1,52,18,0,279941,1
term_10,quarterly,ach,captive,preferred,0,1,0,0.46187328189905524,37,0.8919538512514269,1,98,6,3,226380,0
term_10,monthly,credit_card,independent,substandard,1,1,0,0.1883368489260961,38,0.595278965217964,0,0,11,5,147871,0
term_20,semiannual,credit_card,captive,standard,0,0,0,0.15637172097986218,56,0.5824737246749385,0,0,4,2,371857,1
term_20,semiannual,ach,independent,preferred,0,0,0,0.54224676885127,53,0.07346425761415731,1,57,9,3,264243,1
term_20,quarterly,credit_card,captive,preferred,0,0,0,0.2247609707657355,61,0.7821072223179809,0,0,3,5,328947,1
iul,semiannual,credit_card,independent,preferred,1,1,0,0.5872853469197792,46,0.669346270435657,0,0,10,0,162381,1
whole_life,monthly,ach,independent,preferred,1,1,0,0.7177308215647108,61,0.5798755645512664,0,0,19,2,218547,1
iul,annual,credit_card,captive,standard,1,1,0,0.40586802980615433,21,0.7065431203147139,1,4,6,1,329928,0
term_20,semiannual,credit_card,captive,pref_plus,1,1,0,0.6922692451694825,27,0.6068920934968289,1,5,6,6,190002,0
ul,monthly,ach,independent,preferred,1,1,1,0.5017876110362015,50,0.4301892303061713,1,33,10,0,249594,0
term_20,monthly,ach,captive,pref_plus,0,0,0,0.4551840074473665,31,0.6652749519613725,0,0,10,10,244763,1
whole_life,quarterly,ach,independent,preferred,1,1,0,0.46456923514112347,34,0.5656747958889092,0,0,16,0,60964,1
iul,quarterly,credit_card,captive,standard,0,0,0,0.28382992371203913,31,0.7333900191440259,1,40,4,0,244499,1
whole_life,monthly,ach,independent,substandard,0,1,0,0.25827307359220486,26,0.5495499561170251,0,0,0,8,216491,0
ul,annual,ach,captive,standard,1,1,0,0.12119181337253804,34,0.5156408174613561,1,52,12,5,236728,1
whole_life,quarterly,ach,independent,substandard,0,0,0,0.3033807023335918,65,0.5020443380357995,0,0,22,4,192441,1
term_10,annual,credit_card,independent,standard,1,1,1,0.8778787734820939,22,0.440882276077427,0,0,10,2,146887,0
whole_life,quarterly,credit_card,captive,preferred,1,1,0,0.15132688161606433,69,0.5059395978029771,0,0,14,1,184917,0
term_20,monthly,ach,captive,standard,1,1,0,0.21469251923990118,46,0.6777421987394614,1,68,11,4,207857,0
iul,monthly,check,independent,pref_plus,1,1,0,0.28888202272347374,58,0.4650566008991241,1,39,16,0,298554,1
ul,monthly,ach,independent,pref_plus,1,1,1,0.2982689855238396,57,0.38842337358447304,1,76,10,10,205214,0
term_10,monthly,ach,online,substandard,1,1,1,0.5038647780209772,23,0.7420911871358506,1,103,11,4,258793,0
term_10,monthly,ach,independent,standard,0,0,0,0.32763772457901175,33,0.5751308235960865,1,26,21,2,266090,1
term_10,monthly,credit_card,independent,substandard,1,1,0,0.4102968753554764,63,0.738241973808519,0,0,18,1,206728,1
term_20,monthly,credit_card,independent,pref_plus,0,0,0,0.2800998143182624,51,0.5603484391031951,1,60,7,0,327712,1
term_10,quarterly,ach,online,standard,0,1,0,0.35495550404892584,38,0.4970838947458715,1,51,8,5,219995,1
whole_life,quarterly,credit_card,captive,preferred,1,1,0,0.4380650872887966,47,0.2862192480661157,0,0,8,0,205112,1
term_20,monthly,credit_card,captive,preferred,1,1,1,0.42308897715027943,41,0.39661254140416236,0,0,5,2,338389,1
ul,quarterly,credit_card,independent,standard,1,1,0,0.8461528234301832,24,0.44292539383324103,1,61,8,13,260958,0
term_20,quarterly,check,online,preferred,1,1,1,0.44436266359566684,66,0.6505700543583179,0,0,11,0,58659,0
term_20,semiannual,credit_card,captive,standard,1,1,2,0.4080516482259161,31,0.5803820263464997,1,36,7,2,37296,0
term_10,monthly,ach,captive,standard,0,1,1,0.0,63,0.4154092118238071,0,0,15,0,377475,0
ul,semiannual,ach,independent,standard,1,1,0,0.4979850832934896,32,0.09946567794651939,0,0,1,0,256632,0
term_10,quarterly,check,independent,pref_plus,1,1,0,0.05498290825567731,50,0.68326954622263,0,0,4,2,236089,1
term_10,quarterly,credit_card,captive,preferred,0,1,0,0.5603390272410425,44,0.7579293771738423,0,0,15,0,72517,1
term_10,semiannual,ach,independent,substandard,1,1,0,0.47848347480375375,64,0.7736431411774563,0,0,23,4,238299,1
ul,monthly,check,captive,standard,0,1,0,0.6095794341989327,51,0.4263360853726567,1,32,13,8,165625,0
term_10,quarterly,credit_card,captive,preferred,0,1,0,0.32311420975849126,49,0.784827782556136,0,0,6,4,224753,0
whole_life,quarterly,credit_card,independent,pref_plus,0,1,0,0.45539595924447396,35,0.7018824710475142,0,0,5,6,191729,0
whole_life,annual,credit_card,captive,pref_plus,0,1,0,0.5851531957070865,63,0.7010193152040007,0,0,9,9,226834,1
ul,monthly,ach,independent,substandard,1,1,0,0.2640904069227297,26,0.4903104619035905,0,0,19,5,265485,0
term_10,monthly,credit_card,captive,preferred,0,1,3,0.5720068612694293,45,0.5761069608976791,0,0,15,0,279822,0
term_10,quarterly,check,independent,standard,1,1,0,0.5628512313075681,33,0.9296731574196795,1,69,4,3,244774,0
term_20,semiannual,ach,captive,preferred,1,1,0,0.4230265425598727,42,0.901922903074386,1,88,14,0,258528,0
term_10,monthly,ach,online,preferred,0,1,0,0.765706767416864,22,0.591309288739274,0,0,20,0,107245,1
whole_life,monthly,credit_card,independent,standard,0,1,0,0.5531106129724322,54,0.6345050963704115,0,0,19,0,243286,1
term_20,quarterly,ach,captive,standard,0,1,0,0.11516940479522292,57,0.20490142703061232,0,0,19,4,266553,0
term_20,semiannual,ach,online,preferred,0,0,1,0.6477376205950374,54,0.8167126355166187,1,30,16,0,243656,1
term_10,semiannual,ach,captive,preferred,1,1,0,0.3183782236164946,54,0.7342133939809312,0,0,4,4,368868,1
term_20,annual,ach,captive,standard,0,1,0,0.609536255174732,21,0.6621128331670247,1,87,7,6,228859,0
term_10,monthly,ach,online,pref_plus,0,1,0,0.5091054524527423,53,0.4915696878984892,1,4,22,0,144052,1
whole_life,monthly,credit_card,online,preferred,1,1,0,0.0,36,0.6119549646059572,1,34,9,4,249961,0
term_10,monthly,credit_card,independent,standard,1,1,1,0.570972983201782,50,0.863835639191038,1,9,0,0,204058,0
iul,monthly,credit_card,online,pref_plus,1,1,0,0.4056687481436216,52,0.6651514256693248,1,47,15,0,112008,1
whole_life,semiannual,ach,captive,standard,0,0,0,0.3581106066677921,34,1.0,0,0,18,8,225634,1
term_10,monthly,ach,captive,pref_plus,0,1,0,0.3655603974721,26,0.7460657826965208,0,0,11,0,368066,1
term_10,quarterly,ach,captive,standard,1,1,2,0.6077757711637024,25,0.4346206928397912,0,0,15,0,220487,1
term_20,quarterly,credit_card,captive,standard,1,1,1,0.265745850696363,42,0.5260556990697417,1,55,7,0,336662,1
term_10,monthly,check,independent,standard,1,1,1,0.6726561656160454,49,0.472234441182951,0,0,9,0,307405,0
term_10,annual,ach,captive,standard,0,1,2,0.14607001032359213,20,0.7543868257211288,0,0,1,0,439350,0
ul,monthly,check,independent,standard,0,1,0,0.5091388393428304,56,0.8076392188003847,0,0,5,2,286311,1
whole_life,monthly,ach,captive,preferred,0,1,0,0.6044881027343992,32,0.9089317389216569,0,0,20,1,256115,1
term_10,monthly,ach,captive,preferred,1,1,0,0.5995796645378002,60,0.5401733197287157,0,0,0,7,257151,1
term_20,monthly,credit_card,independent,pref_plus,1,1,0,0.4868155386556665,54,0.6842415497467742,0,0,9,0,272278,0
term_20,quarterly,ach,captive,standard,1,1,0,0.40864085485519097,56,0.8304752829747561,0,0,8,2,229207,1
iul,annual,check,independent,pref_plus,0,1,0,0.3400030103984337,30,0.8789700472812889,0,0,15,0,209325,1
term_10,monthly,ach,independent,preferred,0,0,0,0.2055159126417594,52,0.3785052096464041,1,22,0,6,286883,1
whole_life,monthly,credit_card,independent,preferred,0,1,1,0.31286597958925066,53,0.7116214439368456,0,0,7,0,199389,0
ul,monthly,ach,independent,standard,0,0,0,0.2577242490448995,61,0.38525358023914447,0,0,8,4,100647,0
term_10,semiannual,ach,online,preferred,0,1,0,0.2249367456087791,48,0.4916819674649394,1,60,14,4,145176,0
term_10,quarterly,ach,captive,preferred,1,1,1,0.810742096408809,58,0.364777725161962,1,17,11,0,381750,1
